"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
76,"260415",NA,NA,NA,"Rockfish Elementary","Suzanne Owen","5763 Rockfish Road","5763 Rockfish Road","Hope Mills",28348,"9104245313","5763 Rockfish Road","Hope Mills",28348,"9104245338","http://www.rfes.ccs.k12.nc.us/index.htm","Cumberland","SA","Public","Regular School","None","Traditional","-",45,"KG","05",NA,"yes",NA,NA,NA,613560.062399998,135537.359200001
77,"260425",NA,"point verified","1","South View Middle","Terrence McAllister","4100 Elk Road","4100 Elk Road","Hope Mills",28348,"9104243131","4100 Elk Road","Hope Mills",28348,"9104242402","http://www.svms.ccs.k12.nc.us/index.htm","Cumberland","SA","Public","Regular School","None","Traditional","-",54,"06","08",NA,NA,"yes",NA,NA,616011.978699997,136505.2086
78,"260440",NA,NA,NA,"Sunnyside Elementary","Angela Fowler","3876 Sunnyside School Road","3876 Sunnyside School Road","Fayetteville",28312,"9104834319","3876 Sunnyside School Road","Fayetteville",28312,"9104835711","http://www.sses.ccs.k12.nc.us/","Cumberland","SA","Public","Regular School","None","Traditional","-",27,"PK","05","yes","yes",NA,NA,NA,628139.687600002,141797.593600001
79,"270304",NA,"point verified","1","Central Elementary","Daun Belangia","504 Shortcut Road","504 Shortcut Road","Barco",27917,"2524530010","504 Shortcut Road","Barco",27917,"2524530011","http://ccs.currituck.k12.nc.us/ces/main.html","Currituck",NA,"Public","Regular School","None","Traditional","-",12,"PK","05","yes","yes",NA,NA,NA,877626.728600003,297041.7817
80,"270306","yes, 2012","down the street","1","Currituck County High","Diane Newbern","4203 Caratoke Hwy","4203 Caratoke Hwy","Barco",27917,"2524530014","4203 Caratoke Hwy","Barco",27917,"2524530017","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",49,"09","12",NA,NA,NA,"yes",NA,881587.214599997,295117.4769
81,"270308","yes, 2012","down the street","1","Currituck County Middle","Rhonda James-Davis","4263 Caratoke Hwy","4263 Caratoke Hwy","Barco",27917,"2524532171","4263 Caratoke Hwy","Barco",27917,"2524530019","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",22,"06","08",NA,NA,"yes",NA,NA,881628.4463,294904.390299998
82,"270316",NA,NA,NA,"Moyock Elementary","Whitney Bisbing","255 Tulls Creek Road","255 Tulls Creek Road","Moyock",27958,"2524356521","255 Tulls Creek Road","Moyock",27958,"2524356351","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",19,"KG","05",NA,"yes",NA,NA,NA,862716.062700003,311427.250100002
83,"270312",NA,"point verified","1","Knotts Island Elementary","Thomas Wilson","413 Woodleigh Road","413 Woodleigh Road","Knotts Island",27950,"2524293327","PO Box 40","Knotts Island",27950,"2524293172","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",6,"KG","05",NA,"yes",NA,NA,NA,885529.9375,310865.219000001
84,"270320",NA,"point verified","1","W T Griggs Elementary","Brenda Hunt","261 Poplar Branch Road","261 Poplar Branch Road","Poplar Branch",27965,"2524532700","261 Poplar Branch Road","Poplar Branch",27965,"2524532132","http://www.currituck.k12.nc.us","Currituck",NA,"Public","Regular School","None","Traditional","-",14,"KG","05",NA,"yes",NA,NA,NA,888852.937399998,285011.781399999
85,"280320",NA,"point verified","1","Manteo Middle","Terry McGinnis","1000 N. Hwy. 64-264","1000 N Hwy 64","Manteo",27954,"2524735549","1000 N Hwy 64","Manteo",27954,"2524732612","http://mms.darecountyschoolsonline.com/","Dare","SA","Public","Regular School","None","Traditional","-",24,"06","08",NA,NA,"yes",NA,NA,909957.437399998,244031.671999998
86,"280312",NA,"point verified","1","Manteo Elementary","Mary Anne Wetzel","701 N Hwy 64 264","701 N Hwy 64/264","Manteo",27954,"2524732742","701 N Hwy 64/264","Manteo",27954,"2524732496","http://mes.darecountyschoolsonline.com/","Dare","SA","Public","Regular School","None","Traditional","-",40,"PK","05","yes","yes",NA,NA,NA,909520.749799997,244886.8125
87,"280306",NA,"point verified","1","Dare County Alternative","Steve Basnight","N Hwy 64 264","205 N Highway 64/264","Manteo",27954,"2524733141","205 N Highway 64/264","Manteo",27954,"8776403880","http://dcas.darecountyschoolsonline.com/","Dare","SA","Public","Alternative Education","None","Traditional","-",7,"07","12",NA,NA,"yes","yes",NA,909580.312399998,244654.265700001
88,"280316",NA,"point verified","1","Manteo High","John Luciano","616 Wingina Avenue","829 Wingina Avenue","Manteo",27954,"2524735841","829 Wingina Avenue","Manteo",27954,"2524732263","http://mhs.darecountyschoolsonline.com/","Dare","SA","Public","Regular School","None","Traditional","-",29,"09","12",NA,NA,NA,"yes",NA,909743.062399998,245280.9219
89,"280324",NA,"point verified","1","First Flight Elementary","Margie Parker","107 Veteran's Drive","107 Veterans Drive","Kill Devil Hills",27948,"2524411111","107 Veterans Drive","Kill Devil Hills",27948,"2524415832","http://ffe.darecountyschoolsonline.com/","Dare","SA","Public","Regular School","None","Traditional","-",22,"PK","05","yes","yes",NA,NA,NA,910186.9375,255371.734200001
90,"280304",NA,"point verified","1","Cape Hatteras Secondary","Beth Rooks Jean Taylor","Hatteras Highway 12","48576  Highway 12","Buxton",27920,"2529955730","PO Box 948","Buxton",27920,"2529956161","http://chs.darecountyschoolsonline.com/","Dare","SA","Public","Regular School","Cooperative Innovative HS","Traditional","-",19,"06","12",NA,NA,"yes","yes",NA,923335.8125,173603.968600001
91,"320366",NA,NA,NA,"Sherwood Githens Middle","Tonya Williams","4800 Chapel Hill Road","4800 Chapel Hill Road","Durham",27707,"9195603966","4800 Chapel Hill Road","Durham",27707,"9195603454","http://www.githens.dpsnc.net/","Durham",NA,"Public","Regular School","None","Traditional","-",63,"06","08",NA,NA,"yes",NA,NA,611311.499899998,243502.437600002
92,"320336",NA,"point verified","1","DPS Hospital School","Richard Lemke","DUMC Room 3605","DUMC Room 3605","Durham",27710,"9196845684","PO Box 3039","Durham",27710,"9196845319","http://dukehealth1.org/childrensservices/school.a","Durham",NA,"Public","Regular School","Hospital","Traditional","-",13,"UG","UG",NA,NA,NA,NA,NA,615322.312399998,250545.375
93,"350304",NA,NA,NA,"Bunn Elementary","Jewel Eason","686 Bunn Elem School Road","686 Bunn Elem School Road","Bunn",27508,"9194964015","PO Box 143","Bunn",27508,"9194960301","http://www.fcschools.net/BES/fcs2.html","Franklin","SA","Public","Regular School","None","Traditional","-",49,"KG","05",NA,"yes",NA,NA,NA,676006.437399998,243343.921700001
94,"350308",NA,NA,NA,"Bunn High","Robin Faulkner","29 Bunn Elem School Road","29 Bunn Elem School Road","Bunn",27508,"9194963975","PO Box 146","Bunn",27508,"9194961639","http://www.fcschools.net/bhs/bhs.htm","Franklin","SA","Public","Regular School","None","Traditional","-",58,"09","12",NA,NA,NA,"yes",NA,677326.499899998,244899.171799999
95,"350338",NA,NA,NA,"Terrell Lane Middle","Novella Brown","101 Terrell Lane","101 Terrell Lane","Louisburg",27549,"9194961855","101 Terrell Lane","Louisburg",27549,"9194961370","http://www.fcschools.net/TLMS/tlms.htm","Franklin","SA","Public","Regular School","None","Traditional","-",39,"06","08",NA,NA,"yes",NA,NA,674795.437700003,261389.812399998
96,"350340",NA,"point verified","1","Youngsville Elementary","Richard Smith","125 US I-A","125 US IA","Youngsville",27596,"9195565250","PO Box 338","Youngsville",27596,"9195563962","http://www.fcschools.net/YES/index.htm","Franklin","SA","Public","Regular School","None","Year Round","-",36,"KG","05",NA,"yes",NA,NA,NA,656422.625100002,252267.671999998
97,"370308",NA,"point verified","1","Central Middle","Tammy Boone","362 US Hwy 158","362 US Hwy 158","Gatesville",27938,"2523570470","362 US Hwy 158","Gatesville",27938,"2523571319","http://www.cuacs.ncsu.edu/k12/gates/central.html","Gates","SA","Public","Regular School","None","Traditional","-",35,"06","08",NA,NA,"yes",NA,NA,813351.6875,300233.750100002
98,"370312",NA,"point verified","1","Gates County Senior High","Tammi Ward","088 Hwy 158 West","088 Hwy 158 West","Gatesville",27938,"2523570720","088 Hwy 158 West","Gatesville",27938,"2523572058","http://www.cuacs.ncsu.edu/k12/gates/gchs.html","Gates","SA","Public","Regular School","None","Traditional","-",46,"09","12",NA,NA,NA,"yes",NA,815293.0625,301441.781399999
99,"370316",NA,NA,NA,"Gatesville Elementary","Sallie Ryan","709 Main Street","709 Main Street","Gatesville",27938,"2523570613","709 Main Street","Gatesville",27938,"2523572403","http://www.cuacs.ncsu.edu/k12/gates/gatesville.ht","Gates","SA","Public","Regular School","None","Traditional","-",21,"PK","05","yes","yes",NA,NA,NA,810964.749799997,297524.218899999
100,"370304",NA,"point verified","1","Buckland Elementary","Vivian Goldsby","448 NC 37 North","448 NC 37 North","Gates",27937,"2523571611","PO Box 68","Gates",27937,"2523571106","http://www.cuacs.ncsu.edu/k12/gates/buckland.html","Gates","SA","Public","Regular School","None","Traditional","-",22,"PK","05","yes","yes",NA,NA,NA,810352.999799997,303792.9375
101,"370324",NA,NA,NA,"T S Cooper Elementary","Jennifer Hill","237 NC 32 South","237 NC 32 South","Sunbury",27979,"2524654091","PO Box 58","Sunbury",27979,"2524654238","http://www.cuacs.ncsu.edu/k12/gates/tscooper.html","Gates","SA","Public","Regular School","None","Traditional","-",20,"KG","05",NA,"yes",NA,NA,NA,824095.937700003,299265.375
102,"530354",NA,NA,NA,"J R Ingram Jr Elementary","Lisa Duffey","3309 Wicker St","3309 Wicker St","Sanford",27330,"9197743772","3309 Wicker St","Sanford",27330,"9197747090","http://www.lee.k12.nc.us/Ingram.pdf","Lee","SA","Public","Regular School","None","Traditional","-",39,"KG","05",NA,"yes",NA,NA,NA,590031.937399998,190297.3596
103,"530356",NA,NA,NA,"West Lee Middle","Melvin Marshall","3301 Wicker St","3301 Wicker St","Sanford",27330,"9197757351","3301 Wicker St","Sanford",27330,"9197763694","http://www.lee.k12.nc.us/schools/wlms/lcs/frontpa","Lee","SA","Public","Regular School","None","Traditional","-",43,"06","08",NA,NA,"yes",NA,NA,590042.1875,190621.531100001
104,"530320",NA,NA,NA,"Greenwood Elementary","Vicki Haislip","1127 Greenwood Rd","1127 Greenwood Rd","Sanford",27330,"9197760506","PO Box 9","Lemon Springs",28355,"9197765574","http://www.lee.k12.nc.us/Greenwood.pdf","Lee","SA","Public","Regular School","None","Traditional","-",37,"KG","05",NA,"yes",NA,NA,NA,592013.624799997,181749.953299999
105,"170339",NA,"point verified","1","Oakwood Elementary","Sean McWherter","274 Oakwood Drive","274 Oakwood Drive","Yanceyville",27379,"3366944221","PO Box 640","Yanceyville",27379,"3366944376","http://oakwood.nc.cce.schoolinsites.com/","Caswell",NA,"Public","Regular School","None","Traditional","-",29,"PK","05","yes","yes",NA,NA,NA,579846.624799997,295853.124899998
106,"170338",NA,"point verified","1","N L Dillard Middle","Lamont Dixon","255 Hatchett Road","255 Hatchett Road","Yanceyville",27379,"3366944941","PO Box 310","Yanceyville",27379,"3366946353","http://dillard.nc.ccm.schoolinsites.com/","Caswell",NA,"Public","Regular School","None","Traditional","-",48,"06","08",NA,NA,"yes",NA,NA,579691.9375,293983.531100001
107,"170316",NA,NA,NA,"Bartlett Yancey High","Precilla Stone","466 Main Street E","466 Main Street E","Yanceyville",27379,"3366944212","PO Box 190","Yanceyville",27379,"3366945285","http://bartlettyancey.nc.cch.schoolinsites.com/","Caswell","SA","Public","Regular School","None","Traditional","-",63,"09","12",NA,NA,NA,"yes",NA,580226.750100002,294440.562399998
108,"170342",NA,NA,NA,"South Elementary","M Ray Reagan","8925 NC Hwy 86 S","8925 NC Hwy 86 S","Mebane",27302,"3366941212","8925 NC Hwy 86 S","Mebane",27302,"3366941249","http://www.caswellschools.org/south.htm","Caswell","SA","Public","Regular School","None","Traditional","-",25,"KG","05",NA,"yes",NA,NA,NA,588136.437600002,286138.093600001
109,"170334",NA,"point verified","1","North Elementary","Jerome Wilson","10390 NC Hwy 86 N","10390 NC Hwy 86 N","Providence",27315,"3363882222","10390 NC Hwy 86 N","Providence",27315,"3363885522","http://north.nc.cce.scholinsites.com/","Caswell","SA","Public","Regular School","None","Traditional","-",30,"KG","05",NA,"yes",NA,NA,NA,574052.812600002,308418.062399998
110,"210312",NA,"point verified","1","John A Holmes High","Sheila Evans","600 Woodard Street","600 Woodard Street","Edenton",27932,"2524828426","PO Box 409","Edenton",27932,"2524822010","http://jah.edentonchowan.net","Chowan","SA","Public","Regular School","None","Traditional","-",53,"09","12",NA,NA,NA,"yes",NA,825355.062700003,259577.8906
111,"240308",NA,NA,NA,"Acme Delco Elementary","Janet Hedrick","16337 Old Lake Road","16337 Old Lake Road","Riegelwood",28456,"9106552957","PO Box 704","Riegelwood",28456,"9106556890","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",22,"PK","05","yes","yes",NA,NA,NA,678191.250100002,66569.6017000005
112,"240304",NA,"point verified","1","Acme Delco Middle","Miriam Davis","26133 Andrew Jackson Hwy","26133 Andrew Jackson Hwy","Delco",28436,"9106553200","PO Box 40","Delco",28436,"9106556865","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",12,"06","08",NA,NA,"yes",NA,NA,681729.750100002,63057.7853000015
113,"240344",NA,NA,NA,"Evergreen Elementary","Stephanie Packer","7211 Old 74 Hwy","7211 Old 74 Hwy","Evergreen",28438,"9106543502","7211 Old 74 Hwy","Evergreen",28438,"9106547168","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",16,"PK","08","yes","yes","yes",NA,NA,618903.75,72942.2734000012
114,"240332",NA,"point verified","1","Chadbourn Elementary","Deanna Shuman","409 E Third Avenue","409 E Third Avenue","Chadbourn",28431,"9106543825","PO Box 387","Chadbourn",28431,"9106545366","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",22,"PK","05","yes","yes",NA,NA,NA,626111.624899998,63842.0078000017
115,"240380",NA,NA,NA,"West Columbus High","Jeffrey Greene","7294 Andrew Jackson Hwy","7294 Andrew Jackson Hwy","Cerro Gordo",28430,"9106546111","PO Box 130","Cerro Gordo",28430,"9106544082","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",39,"09","12",NA,NA,NA,"yes",NA,616585.499899998,64154.1328000017
116,"240328",NA,NA,NA,"Cerro Gordo Elementary","Kent Lovett","7685 Andrew Jackson Hwy","7685 Andrew Jackson Hwy","Cerro Gordo",28430,"9106544250","PO Box 280","Cerro Gordo",28430,"9106546155","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",23,"PK","08","yes","yes","yes",NA,NA,615950.249799997,64243.8359000012
117,"240371",NA,NA,NA,"South Columbus High","Eddie Beck","40 Stallion Drive","40 Stallion Drive","Tabor City",28463,"9106534073","40 Stallion Drive","Tabor City",28463,"9106539461","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",46,"09","12",NA,NA,NA,"yes",NA,626479.5625,47039.6094999984
118,"240354",NA,NA,NA,"HallsboroArtesia Elementary","Josephine Spaulding","1337 Giles Byrd Road","1337 Giles Byrd Road","Hallsboro",28442,"9106463510","PO Box 249","Hallsboro",28442,"9106465048","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",23,"PK","05","yes","yes",NA,NA,NA,648345.812299997,62314.6094999984
119,"240356",NA,NA,NA,"Hallsboro Middle","Adam Thompson","4586 Sam Potts Hwy","89 School Road","Hallsboro",28442,"9106464192","PO Box 248","Hallsboro",28442,"9106465072","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",17,"06","08",NA,NA,"yes",NA,NA,647047.812600002,63373.7346000001
120,"240318",NA,"point verified","1","Boys and Girls Homes","Michael Mobley","Flemington Drive","Flemington Drive","Lake Waccamaw",28450,"9106463088","PO Box 250","Lake Waccamaw",28450,"9106465004","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",5,"02","12",NA,NA,NA,"yes",NA,653482.937399998,63258.5313999988
121,"240334",NA,"point verified","1","East Columbus High","Bobby Vaughan","32 Gator Lane","32 Gator Lane","Lake Waccamaw",28450,"9106464094","PO Box 401","Lake Waccamaw",28450,"9106463779","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",39,"09","12",NA,NA,NA,"yes",NA,655446.562600002,65123.2773000002
122,"240388","yes, 2012","down the street","1","Williams Township","Jeff Spivey","10400 James B White Hwy","10400 James B White Hwy","Whiteville",28472,"9106533791","10400 James B White Hwy","Whiteville",28472,"9106536459","http://www.columbus.k12.nc.us","Columbus","SA","Public","Regular School","None","Traditional","-",35,"PK","08","yes","yes","yes",NA,NA,631352.093999997,50424.3482000008
123,"350332","yes, 2012","across town","1","Louisburg Elementary","William Harris","50 Stone Southerland Road","50 Stone Southerland Road","Louisburg",27549,"9194963676","50 Stone Southerland Road","Louisburg",27549,"9194962460","http://www.fcschools.net/les/les.html","Franklin","SA","Public","Regular School","None","Traditional","-",41,"PK","05","yes","yes",NA,NA,NA,672542.188299999,258548.058899999
124,"350321",NA,NA,NA,"Franklinton High","Charles Fuller","1 N Main Street","910 Cedar Creek Road","Franklinton",27525,"9194942332","910 Cedar Creek Road","Franklinton",27525,"9194945344","http://www.fcschools.net/FHS/fcsa.htm","Franklin","SA","Public","Regular School","None","Traditional","-",60,"09","12",NA,NA,NA,"yes",NA,658468,261295.8906
125,"350316",NA,NA,NA,"Edward Best Elementary","Debbie Ayscue","4011 NC 56 Hwy East","4011 NC 56 Hwy East","Louisburg",27549,"9198532347","4011 NC 56 Hwy East","Louisburg",27549,"9198536759","http://www.fcschools.net/ebes/ebes.htm.htm","Franklin","SA","Public","Regular School","None","Traditional","-",36,"KG","05",NA,"yes",NA,NA,NA,684663.999799997,260374.0156
126,"520304",NA,"point verified","1","Pollocksville Elementary","Jeannie Smith","300 Trent St","300 Trent St","Pollocksville",28573,"2522248071","PO Box 70","Pollocksville",28573,"2522240290","http://jonesnc.net/pes/","Jones","SA","Public","Regular School","None","Traditional","-",11,"PK","06","yes","yes",NA,NA,NA,771617.999799997,140609.656199999
